================================================================================
DESGLOSE DE JRV Y CARGA ELECTORAL POR DEPARTAMENTO
Elecciones Generales 2025 - Honduras
================================================================================


--------------------------------------------------------------------------------
DEPARTAMENTO: ATLANTIDA (Código: 1)
--------------------------------------------------------------------------------
Total de JRV: 939
Total de Casillas Legislativas (Diputados): 8
Carga Electoral Total: 296,287

JRV por Municipio y Centro de Votación:

  Municipio: LA CEIBA (Código: 1)
    Centro de Votación: CEB CLAUDIO BARRERA
      JRV   183 | Carga Electoral:   346 | Área: URBANA | Sector: COL. SAN JUDAS TADEO
      JRV   301 | Carga Electoral:   364 | Área: URBANA | Sector: COL. LAS DELICIAS I
      JRV   302 | Carga Electoral:   364 | Área: URBANA | Sector: COL. LAS DELICIAS I
      JRV   303 | Carga Electoral:   364 | Área: URBANA | Sector: COL. LAS DELICIAS I
      JRV   304 | Carga Electoral:   364 | Área: URBANA | Sector: COL. LAS DELICIAS I
      JRV   305 | Carga Electoral:   364 | Área: URBANA | Sector: COL. LAS DELICIAS I

    Centro de Votación: ESC. REPUBLICA DEL JAPON
      JRV   126 | Carga Electoral:   354 | Área: URBANA | Sector: COL. KAWAS O LA FLORIDA
      JRV   127 | Carga Electoral:   354 | Área: URBANA | Sector: COL. KAWAS O LA FLORIDA
      JRV   128 | Carga Electoral:   354 | Área: URBANA | Sector: COL. KAWAS O LA FLORIDA
      JRV   129 | Carga Electoral:   354 | Área: URBANA | Sector: COL. KAWAS O LA FLORIDA
      JRV   130 | Carga Electoral:   354 | Área: URBANA | Sector: COL. KAWAS O LA FLORIDA
      JRV   131 | Carga Electoral:   354 | Área: URBANA | Sector: COL. KAWAS O LA FLORIDA
      JRV   132 | Carga Electoral:   353 | Área: URBANA | Sector: COL. KAWAS O LA FLORIDA
      JRV   133 | Carga Electoral:   353 | Área: URBANA | Sector: COL. KAWAS O LA FLORIDA

    Centro de Votación: ESC. RURAL MIXTA MARCO AURELIO SOTO
      JRV   334 | Carga Electoral:   368 | Área: RURAL | Sector: RIO VIEJO
      JRV   335 | Carga Electoral:   368 | Área: RURAL | Sector: RIO VIEJO
      JRV   336 | Carga Electoral:   367 | Área: RURAL | Sector: RIO VIEJO

    Centro de Votación: GIMNASIO JOSE SIMON AZCONA
      JRV   121 | Carga Electoral:   340 | Área: URBANA | Sector: COL. TORONJAL
      JRV   122 | Carga Electoral:   340 | Área: URBANA | Sector: COL. TORONJAL
      JRV   123 | Carga Electoral:   340 | Área: URBANA | Sector: COL. TORONJAL
      JRV   124 | Carga Electoral:   340 | Área: URBANA | Sector: COL. TORONJAL
      JRV   125 | Carga Electoral:   339 | Área: URBANA | Sector: COL. TORONJAL

    Centro de Votación: GUARDERIA INFANTIL
      JRV    28 | Carga Electoral:   320 | Área: URBANA | Sector: BO. EL IMAN
      JRV    29 | Carga Electoral:   320 | Área: URBANA | Sector: BO. EL IMAN
      JRV    30 | Carga Electoral:   320 | Área: URBANA | Sector: BO. EL IMAN
      JRV    31 | Carga Electoral:   320 | Área: URBANA | Sector: BO. EL IMAN

    Centro de Votación: INST. JUAN PINEDA CARIAS
      JRV   145 | Carga Electoral:   351 | Área: URBANA | Sector: COL. PIZATTY
      JRV   146 | Carga Electoral:   351 | Área: URBANA | Sector: COL. PIZATTY
      JRV   147 | Carga Electoral:   351 | Área: URBANA | Sector: COL. PIZATTY
      JRV   148 | Carga Electoral:   351 | Área: URBANA | Sector: COL. PIZATTY
      JRV   149 | Carga Electoral:   351 | Área: URBANA | Sector: COL. PIZATTY
      JRV   150 | Carga Electoral:   351 | Área: URBANA | Sector: COL. PIZATTY
      JRV   151 | Carga Electoral:   351 | Área: URBANA | Sector: COL. PIZATTY
      JRV   152 | Carga Electoral:   351 | Área: URBANA | Sector: COL. PIZATTY
      JRV   153 | Carga Electoral:   351 | Área: URBANA | Sector: COL. PIZATTY
      JRV   154 | Carga Electoral:   351 | Área: URBANA | Sector: COL. PIZATTY
      JRV   155 | Carga Electoral:   351 | Área: URBANA | Sector: COL. PIZATTY
      JRV   156 | Carga Electoral:   351 | Área: URBANA | Sector: COL. PIZATTY
      JRV   157 | Carga Electoral:   351 | Área: URBANA | Sector: COL. PIZATTY
      JRV   158 | Carga Electoral:   351 | Área: URBANA | Sector: COL. PIZATTY
      JRV   159 | Carga Electoral:   351 | Área: URBANA | Sector: COL. PIZATTY
      JRV   160 | Carga Electoral:   351 | Área: URBANA | Sector: COL. PIZATTY
      JRV   161 | Carga Electoral:   351 | Área: URBANA | Sector: COL. PIZATTY
      JRV   162 | Carga Electoral:   351 | Área: URBANA | Sector: COL. PIZATTY
      JRV   163 | Carga Electoral:   351 | Área: URBANA | Sector: COL. PIZATTY
      JRV   164 | Carga Electoral:   350 | Área: URBANA | Sector: COL. PIZATTY
      JRV   165 | Carga Electoral:   350 | Área: URBANA | Sector: COL. PIZATTY
      JRV   166 | Carga Electoral:   350 | Área: URBANA | Sector: COL. PIZATTY
      JRV   167 | Carga Electoral:   350 | Área: URBANA | Sector: COL. PIZATTY
      JRV   168 | Carga Electoral:   350 | Área: URBANA | Sector: COL. PIZATTY

    Centro de Votación: INST. MANUEL BONILLA
      JRV    95 | Carga Electoral:   322 | Área: URBANA | Sector: COL. EL SAUCE
      JRV    96 | Carga Electoral:   322 | Área: URBANA | Sector: COL. EL SAUCE
      JRV    97 | Carga Electoral:   322 | Área: URBANA | Sector: COL. EL SAUCE
      JRV    98 | Carga Electoral:   322 | Área: URBANA | Sector: COL. EL SAUCE
      JRV    99 | Carga Electoral:   322 | Área: URBANA | Sector: COL. EL SAUCE
      JRV   100 | Carga Electoral:   322 | Área: URBANA | Sector: COL. EL SAUCE

    Centro de Votación: INST. MARCIO RENE ESPINAL
      JRV   271 | Carga Electoral:   331 | Área: URBANA | Sector: COL. IRIAS NAVAS
      JRV   272 | Carga Electoral:   330 | Área: URBANA | Sector: COL. IRIAS NAVAS
      JRV   273 | Carga Electoral:   330 | Área: URBANA | Sector: COL. IRIAS NAVAS
      JRV   274 | Carga Electoral:   330 | Área: URBANA | Sector: COL. IRIAS NAVAS
      JRV   275 | Carga Electoral:   330 | Área: URBANA | Sector: COL. IRIAS NAVAS
      JRV   276 | Carga Electoral:   330 | Área: URBANA | Sector: COL. IRIAS NAVAS
      JRV   277 | Carga Electoral:   330 | Área: URBANA | Sector: COL. IRIAS NAVAS

    Centro de Votación: INSTITUTO OFICIAL LA CEIBA
      JRV    59 | Carga Electoral:   319 | Área: URBANA | Sector: COL. SITRAMACSA
      JRV    60 | Carga Electoral:   319 | Área: URBANA | Sector: COL. SITRAMACSA
      JRV    61 | Carga Electoral:   318 | Área: URBANA | Sector: COL. SITRAMACSA

    Centro de Votación: JARDIN DE NIÑOS ALFONZO GUILLEN ZELAYA
      JRV    72 | Carga Electoral:   329 | Área: URBANA | Sector: BO. SOLARES NUEVOS
      JRV    73 | Carga Electoral:   329 | Área: URBANA | Sector: BO. SOLARES NUEVOS
      JRV    74 | Carga Electoral:   328 | Área: URBANA | Sector: BO. SOLARES NUEVOS
      JRV    75 | Carga Electoral:   328 | Área: URBANA | Sector: BO. SOLARES NUEVOS

    Centro de Votación: JARDIN DE NIÑOS CLARA DE BARTON
      JRV    32 | Carga Electoral:   287 | Área: URBANA | Sector: BO. EL HIGUERITO
      JRV    33 | Carga Electoral:   286 | Área: URBANA | Sector: BO. EL HIGUERITO

    Centro de Votación: LOCAL CAMARA JUNIOR
      JRV   278 | Carga Electoral:   361 | Área: URBANA | Sector: ZONA MIRAMAR O COL. SUTRAFCO
      JRV   279 | Carga Electoral:   360 | Área: URBANA | Sector: ZONA MIRAMAR O COL. SUTRAFCO
      JRV   280 | Carga Electoral:   360 | Área: URBANA | Sector: ZONA MIRAMAR O COL. SUTRAFCO

    Centro de Votación: LOCAL COLEGIO DE ABOGADOS
      JRV    34 | Carga Electoral:   317 | Área: URBANA | Sector: COL. LOS MAESTROS O 17 DE SEPTIEMBRE
      JRV    35 | Carga Electoral:   317 | Área: URBANA | Sector: COL. LOS MAESTROS O 17 DE SEPTIEMBRE
      JRV    36 | Carga Electoral:   317 | Área: URBANA | Sector: COL. LOS MAESTROS O 17 DE SEPTIEMBRE
      JRV    37 | Carga Electoral:   316 | Área: URBANA | Sector: COL. LOS MAESTROS O 17 DE SEPTIEMBRE

    Centro de Votación: REPUBLICA DE ALEMANIA #2
      JRV   308 | Carga Electoral:   339 | Área: URBANA | Sector: COL. LAS DELICIAS II
      JRV   309 | Carga Electoral:   338 | Área: URBANA | Sector: COL. LAS DELICIAS II


  Municipio: EL PORVENIR (Código: 2)
    Centro de Votación: ESC. AUGUSTIN GONZALES TRIMINIO
      JRV   410 | Carga Electoral:   219 | Área: RURAL | Sector: LA CURVA
      JRV   411 | Carga Electoral:   219 | Área: RURAL | Sector: LA CURVA

    Centro de Votación: ESC. FELIPE SANCHEZ
      JRV   405 | Carga Electoral:   255 | Área: RURAL | Sector: BURGOS
      JRV   406 | Carga Electoral:   255 | Área: RURAL | Sector: BURGOS

    Centro de Votación: ESC. FRANCISCO MORAZAN
      JRV   380 | Carga Electoral:   351 | Área: RURAL | Sector: EL PINO
      JRV   381 | Carga Electoral:   351 | Área: RURAL | Sector: EL PINO
      JRV   382 | Carga Electoral:   351 | Área: RURAL | Sector: EL PINO
      JRV   383 | Carga Electoral:   351 | Área: RURAL | Sector: EL PINO
      JRV   384 | Carga Electoral:   351 | Área: RURAL | Sector: EL PINO
      JRV   385 | Carga Electoral:   351 | Área: RURAL | Sector: EL PINO
      JRV   386 | Carga Electoral:   351 | Área: RURAL | Sector: EL PINO
      JRV   387 | Carga Electoral:   350 | Área: RURAL | Sector: EL PINO
      JRV   388 | Carga Electoral:   350 | Área: RURAL | Sector: EL PINO
      JRV   389 | Carga Electoral:   350 | Área: RURAL | Sector: EL PINO
      JRV   390 | Carga Electoral:   350 | Área: RURAL | Sector: EL PINO
      JRV   391 | Carga Electoral:   350 | Área: RURAL | Sector: EL PINO
      JRV   392 | Carga Electoral:   350 | Área: RURAL | Sector: EL PINO
      JRV   393 | Carga Electoral:   350 | Área: RURAL | Sector: EL PINO
      JRV   394 | Carga Electoral:   346 | Área: RURAL | Sector: LA UNION
      JRV   395 | Carga Electoral:   346 | Área: RURAL | Sector: LA UNION
      JRV   396 | Carga Electoral:   346 | Área: RURAL | Sector: LA UNION
      JRV   397 | Carga Electoral:   346 | Área: RURAL | Sector: LA UNION
      JRV   398 | Carga Electoral:   345 | Área: RURAL | Sector: LA UNION
      JRV   399 | Carga Electoral:   345 | Área: RURAL | Sector: LA UNION
      JRV   400 | Carga Electoral:   345 | Área: RURAL | Sector: LA UNION
      JRV   412 | Carga Electoral:   319 | Área: RURAL | Sector: OROTINA

    Centro de Votación: ESC. FROYLAN TURCIOS
      JRV   378 | Carga Electoral:   261 | Área: RURAL | Sector: CARACAS
      JRV   379 | Carga Electoral:   260 | Área: RURAL | Sector: CARACAS

    Centro de Votación: ESC. JUAN LINDO
      JRV   401 | Carga Electoral:   196 | Área: RURAL | Sector: MONTE POBRE
      JRV   402 | Carga Electoral:   196 | Área: RURAL | Sector: MONTE POBRE

    Centro de Votación: ESC. JUAN RAMON MOLINA
      JRV   364 | Carga Electoral:   339 | Área: RURAL | Sector: EL PORVENIR
      JRV   365 | Carga Electoral:   339 | Área: RURAL | Sector: EL PORVENIR
      JRV   366 | Carga Electoral:   339 | Área: RURAL | Sector: EL PORVENIR
      JRV   367 | Carga Electoral:   339 | Área: RURAL | Sector: EL PORVENIR
      JRV   368 | Carga Electoral:   339 | Área: RURAL | Sector: EL PORVENIR
      JRV   369 | Carga Electoral:   339 | Área: RURAL | Sector: EL PORVENIR
      JRV   370 | Carga Electoral:   339 | Área: RURAL | Sector: EL PORVENIR
      JRV   371 | Carga Electoral:   339 | Área: RURAL | Sector: EL PORVENIR
      JRV   372 | Carga Electoral:   338 | Área: RURAL | Sector: EL PORVENIR
      JRV   373 | Carga Electoral:   338 | Área: RURAL | Sector: EL PORVENIR
      JRV   374 | Carga Electoral:   338 | Área: RURAL | Sector: EL PORVENIR
      JRV   375 | Carga Electoral:   338 | Área: RURAL | Sector: EL PORVENIR

    Centro de Votación: ESC. MARCO AURELIO SOTO
      JRV   376 | Carga Electoral:   340 | Área: RURAL | Sector: CACERES
      JRV   377 | Carga Electoral:   339 | Área: RURAL | Sector: CACERES

    Centro de Votación: ESC. MARGIE DE DIPP
      JRV   403 | Carga Electoral:   313 | Área: RURAL | Sector: EL GANCHO
      JRV   404 | Carga Electoral:   312 | Área: RURAL | Sector: EL GANCHO

    Centro de Votación: ESC. OSWALDO LOPEZ ARELLANO
      JRV   407 | Carga Electoral:   251 | Área: RURAL | Sector: LOPEZ BONITO
      JRV   408 | Carga Electoral:   251 | Área: RURAL | Sector: LOPEZ BONITO

    Centro de Votación: ESC. SAN JOSE DE MONTEVIDEO
      JRV   409 | Carga Electoral:   345 | Área: RURAL | Sector: SAN JOSE DE MONTEVIDEO


  Municipio: ESPARTA (Código: 3)
    Centro de Votación: CEB 2DO DOMINGO DE MAYO
      JRV   449 | Carga Electoral:   203 | Área: RURAL | Sector: EL JAZMIN
      JRV   450 | Carga Electoral:   203 | Área: RURAL | Sector: EL JAZMIN

    Centro de Votación: CEB ESTEBAN GUARDIOLA 
      JRV   437 | Carga Electoral:   342 | Área: RURAL | Sector: LOMBARDIA O LA CURVA
      JRV   438 | Carga Electoral:   341 | Área: RURAL | Sector: LOMBARDIA O LA CURVA

    Centro de Votación: CEB FRANCISCO MORAZAN 
      JRV   432 | Carga Electoral:   341 | Área: RURAL | Sector: LAS AMERICAS No. 1
      JRV   433 | Carga Electoral:   341 | Área: RURAL | Sector: LAS AMERICAS No. 1
      JRV   434 | Carga Electoral:   341 | Área: RURAL | Sector: LAS AMERICAS No. 1
      JRV   435 | Carga Electoral:   341 | Área: RURAL | Sector: LAS AMERICAS No. 1
      JRV   436 | Carga Electoral:   340 | Área: RURAL | Sector: LAS AMERICAS No. 1

    Centro de Votación: CEB JOSE TRINIDAD CABAÑAS
      JRV   430 | Carga Electoral:   283 | Área: RURAL | Sector: LAS FLORES DE LEAN
      JRV   431 | Carga Electoral:   283 | Área: RURAL | Sector: LAS FLORES DE LEAN

    Centro de Votación: CEB LEMPIRA
      JRV   413 | Carga Electoral:   349 | Área: RURAL | Sector: ESPARTA
      JRV   414 | Carga Electoral:   349 | Área: RURAL | Sector: ESPARTA
      JRV   415 | Carga Electoral:   349 | Área: RURAL | Sector: ESPARTA
      JRV   416 | Carga Electoral:   348 | Área: RURAL | Sector: ESPARTA
      JRV   454 | Carga Electoral:   238 | Área: RURAL | Sector: PARIS DE LEAN
      JRV   455 | Carga Electoral:   238 | Área: RURAL | Sector: PARIS DE LEAN

    Centro de Votación: CEB MANUEL BONILLA
      JRV   426 | Carga Electoral:   167 | Área: RURAL | Sector: COLORADO BARRA

    Centro de Votación: CEB RAFAEL BARDALES BUESO
      JRV   429 | Carga Electoral:   255 | Área: RURAL | Sector: LA LIBERTAD

    Centro de Votación: CEB RAMON ROSA
      JRV   423 | Carga Electoral:   331 | Área: RURAL | Sector: CEIBITA WAY
      JRV   424 | Carga Electoral:   330 | Área: RURAL | Sector: CEIBITA WAY
      JRV   425 | Carga Electoral:   330 | Área: RURAL | Sector: CEIBITA WAY

    Centro de Votación: CEB. SAT. ESTEBAN GUARDIOLA
      JRV   419 | Carga Electoral:   220 | Área: RURAL | Sector: FLORES DE ITALIA
      JRV   420 | Carga Electoral:   219 | Área: RURAL | Sector: FLORES DE ITALIA

    Centro de Votación: ESC. 1ERO. DE OCTUBRE
      JRV   417 | Carga Electoral:   366 | Área: RURAL | Sector: AGUA CALIENTE

    Centro de Votación: ESC. ALFONSO GUILLEN ZELAYA
      JRV   453 | Carga Electoral:   220 | Área: RURAL | Sector: MATA DE GUINEO

    Centro de Votación: ESC. AUGUSTO C. COELLO
      JRV   447 | Carga Electoral:   196 | Área: RURAL | Sector: LA TARRALOSA
      JRV   448 | Carga Electoral:   196 | Área: RURAL | Sector: LA TARRALOSA

    Centro de Votación: ESC. CARLOS IZAGUIRRE
      JRV   421 | Carga Electoral:   221 | Área: RURAL | Sector: SOMBRA VERDE
      JRV   422 | Carga Electoral:   220 | Área: RURAL | Sector: SOMBRA VERDE

    Centro de Votación: ESC. DIONISIO DE HERRERA
      JRV   439 | Carga Electoral:   342 | Área: RURAL | Sector: SIEMPRE VIVA
      JRV   440 | Carga Electoral:   341 | Área: RURAL | Sector: SIEMPRE VIVA
      JRV   441 | Carga Electoral:   341 | Área: RURAL | Sector: SIEMPRE VIVA

    Centro de Votación: ESC. JOSE CECILIO DEL VALLE
      JRV   442 | Carga Electoral:   317 | Área: RURAL | Sector: SAN JOSE
      JRV   443 | Carga Electoral:   317 | Área: RURAL | Sector: SAN JOSE
      JRV   444 | Carga Electoral:   317 | Área: RURAL | Sector: SAN JOSE
      JRV   446 | Carga Electoral:   203 | Área: RURAL | Sector: ROSITA

    Centro de Votación: ESC. MARCELINO PINEDA LOPEZ
      JRV   445 | Carga Electoral:   297 | Área: RURAL | Sector: LA GUADALUPE

    Centro de Votación: ESC. MARCO AURELIO SOTO
      JRV   456 | Carga Electoral:   237 | Área: RURAL | Sector: PIEDRAS DE AFILAR
      JRV   457 | Carga Electoral:   236 | Área: RURAL | Sector: PIEDRAS DE AFILAR

    Centro de Votación: ESC. MARIA DOLORES VEDOÑA
      JRV   427 | Carga Electoral:   274 | Área: RURAL | Sector: LOS CERRITOS
      JRV   428 | Carga Electoral:   273 | Área: RURAL | Sector: LOS CERRITOS

    Centro de Votación: ESC. MINERVA
      JRV   452 | Carga Electoral:   113 | Área: RURAL | Sector: EL SUSPIRO

    Centro de Votación: ESC. PEDRO NUFIO
      JRV   451 | Carga Electoral:   216 | Área: RURAL | Sector: BUENOS AIRES

    Centro de Votación: ESC. RAMON SANABRIA ESPINAL
      JRV   418 | Carga Electoral:   235 | Área: RURAL | Sector: RIO CHIQUITO NORTE


  Municipio: JUTIAPA (Código: 4)
    Centro de Votación: CEB 15 DE SEPTIEMBRE
      JRV   496 | Carga Electoral:   326 | Área: RURAL | Sector: ROMA
      JRV   497 | Carga Electoral:   325 | Área: RURAL | Sector: ROMA
      JRV   498 | Carga Electoral:   325 | Área: RURAL | Sector: ROMA
      JRV   499 | Carga Electoral:   325 | Área: RURAL | Sector: ROMA

    Centro de Votación: CEB BATALLA DE LA TRINIDAD
      JRV   539 | Carga Electoral:   312 | Área: RURAL | Sector: DIAMANTE DE SION
      JRV   540 | Carga Electoral:   312 | Área: RURAL | Sector: DIAMANTE DE SION

    Centro de Votación: CEB INDEPENDIENTE
      JRV   522 | Carga Electoral:   284 | Área: RURAL | Sector: ENTELINA
      JRV   523 | Carga Electoral:   283 | Área: RURAL | Sector: ENTELINA

    Centro de Votación: CEB JOSE TRINIDAD REYES
      JRV   489 | Carga Electoral:   313 | Área: RURAL | Sector: PIEDRAS AMARILLAS
      JRV   490 | Carga Electoral:   313 | Área: RURAL | Sector: PIEDRAS AMARILLAS
      JRV   491 | Carga Electoral:   312 | Área: RURAL | Sector: PIEDRAS AMARILLAS
      JRV   492 | Carga Electoral:   312 | Área: RURAL | Sector: PIEDRAS AMARILLAS
      JRV   493 | Carga Electoral:   312 | Área: RURAL | Sector: PIEDRAS AMARILLAS
      JRV   494 | Carga Electoral:   312 | Área: RURAL | Sector: PIEDRAS AMARILLAS

    Centro de Votación: CEB MANUEL BONILLA
      JRV   537 | Carga Electoral:   191 | Área: RURAL | Sector: CEFALU
      JRV   538 | Carga Electoral:   190 | Área: RURAL | Sector: CEFALU

    Centro de Votación: CEB MARCO ANTONIO PONCE
      JRV   524 | Carga Electoral:   285 | Área: RURAL | Sector: LA BOMBA
      JRV   525 | Carga Electoral:   285 | Área: RURAL | Sector: LA BOMBA
      JRV   526 | Carga Electoral:   284 | Área: RURAL | Sector: LA BOMBA
      JRV   527 | Carga Electoral:   284 | Área: RURAL | Sector: LA BOMBA

    Centro de Votación: CEB MAURICIO RAMIREZ
      JRV   483 | Carga Electoral:   199 | Área: RURAL | Sector: LOS OLANCHITOS
      JRV   484 | Carga Electoral:   199 | Área: RURAL | Sector: LOS OLANCHITOS

    Centro de Votación: CEB SAGRADO CORAZON
      JRV   501 | Carga Electoral:   254 | Área: RURAL | Sector: TOMALA
      JRV   502 | Carga Electoral:   254 | Área: RURAL | Sector: TOMALA

    Centro de Votación: ESC. ALVARO CONTRERAS
      JRV   516 | Carga Electoral:   293 | Área: RURAL | Sector: EL ZAPOTAL

    Centro de Votación: ESC. ANA JOSELINA FORTIN DE MARCHETI
      JRV   504 | Carga Electoral:   278 | Área: RURAL | Sector: EL AGUACATE LINEA
      JRV   505 | Carga Electoral:   278 | Área: RURAL | Sector: EL AGUACATE LINEA

    Centro de Votación: ESC. COSME GARCIA
      JRV   514 | Carga Electoral:   225 | Área: RURAL | Sector: BELAIRE
      JRV   515 | Carga Electoral:   224 | Área: RURAL | Sector: BELAIRE

    Centro de Votación: ESC. CRISTOBAL COLON
      JRV   518 | Carga Electoral:   298 | Área: RURAL | Sector: CORRALITOS
      JRV   519 | Carga Electoral:   298 | Área: RURAL | Sector: CORRALITOS
      JRV   520 | Carga Electoral:   297 | Área: RURAL | Sector: CORRALITOS

    Centro de Votación: ESC. DIONISIO DE HERRERA
      JRV   473 | Carga Electoral:   253 | Área: RURAL | Sector: EL CACAO
      JRV   474 | Carga Electoral:   253 | Área: RURAL | Sector: EL CACAO
      JRV   475 | Carga Electoral:   253 | Área: RURAL | Sector: EL CACAO

    Centro de Votación: ESC. DONALDO ROBERTO REYES
      JRV   536 | Carga Electoral:   361 | Área: RURAL | Sector: DANTO  # 3
